Damara,English
"Tsēs di ǀams go a ǀkhī, so-res ge go a ǂgâ. Tsau da hâ xa-we ta ge a ǂkhî, si-da ǂgaob ge ra dâ. Nē ûi-ba ta a ǀnam; ǁkhā-sib hoab ǀkha ta ǀnam. Tsî ǁÎ-ba nî gan-gan, kō-ǃgâ dab ra xui-ao, tsēs hoa-sa. (ǁNAEǀHAOS) Nē dao-ba da ge ǁhûi; Je-ho-va-ba ûi-ba. ǁÎb ra mîn hoa-na da ge ra dī. Hoa-ǁae da nî mâ-hō, so-res tsî ǀna-nub ǃnâ. Nēb ge ǀgaub hî-na da ra mî-ba: ‘ǀNam du da.’","The pattern of love, we learn from Jehovah Shows the way, guides our way. In all he has done, his dealings have shown us How to display his loving way. He gave us his Son, his dearest possession To cover our sin, forgiving transgression. What proof of his love​—its greatest expression! His way is love, Yes, God’s way is love."
"Je-sub ge ge a mî, î da ǃnâ-ba ǁgau. So-res ǀgo-ra-e dī ta-ma hâ kha-mi. Xoa-di ǃnâ-ū i ge, ǂkhî-ba ra ǁnâu-e. ǁÎb ǃnâ-ba da ǁgae ǃKhūb mî-sa ǁkhā-ǁkhās ǃnâ-ū.","When we walk his way, our love for each other Will be true, warm and true, Will move us to care for all of our brothers, Old ones and new, not just a few. True love for our God and love for our brother, We can’t have the one and not have the other. The faults of our friends, we readily cover, Proving our love, Our brotherly love."
"Ab E-lob hai-si-am-sa khoe-na tsâ-ǀkhā. Ab ǃnâ re, ao-ǁnâs ǃnâ da ra ǁhao hî-na. Xoas ra hui da ǃgâi-ǂhôas xa da ga ǃhoa o. A-ma-ba da ge khoen hoan ǀkha ra ǀgo-ra-gu.","The pattern of love, the bond that unites us Lets us be family. Our Father above now warmly invites us: “Come taste and see real unity.” Come share in the love and joy that define us; God’s spirit and Word, he gives to refine us. Our brothers and friends are here to remind us, God’s way is love. Jehovah is love."
Khoe-xa-ǃnâ-sib nē ǃhūb-ai-ba ra ǃnâ kai. Tsî si-da mî-di ge ǂkhai-si-ba ra mā. Ab ǂKhai-si-ba ǃnâ ǀga-ra re ǃgâin hoan ǃnâ. O i si-da sî-sen-ga ǃKhū-ba nî ǂkhî-ǂkhî.,"Loyal love! God is love. We can sense his care from above. God by means of his precious Son Paid the ransom for ev’ryone, Giving hope that we might possess Life eternal and happiness. (CHORUS) Hey there, all you thirsty ones, Come and drink life’s water free. Yes, come drink, you thirsty ones; God’s loyal love you’ll see."
"Om-sa xu oms ǀkha ǃgan-gu ǃnâ, da E-lob xa ra ǃhoa. Kai-ǃā-sa xu ǃga-ro-ǃās ǃoa, da ǃKhūb gū-na ra ôa. ǃGâi-ǂhôas E-lob gao-sib ǂgae-ǂguis, di kē-bo-e hâs ge ǃhū-baib hoab ǃnâ ra ao-ǁnâ-he Kain tsî ǂkham an hoan xa.","Loyal love! God is love. All his works give proof of his love. Love Jehovah has further shown, Giving Jesus the kingly throne. God’s own purpose has come to pass. See! His Kingdom is here at last! (CHORUS) Hey there, all you thirsty ones, Come and drink life’s water free. Yes, come drink, you thirsty ones; God’s loyal love you’ll see."
"Om-sa xu oms ǀkha ǃgan-gu ǃnâ, da o-res xa ra !hoa. Tsî ǁnān ū-ǃoa tsî ra mî-ǁguin E-lo-ba ǃoa-ba-sa. Ma-tin ǁÎb ǀon-sa nî-ra ǃgôa ǁÎ-ban a ǀū hî-na? Mâ oms hoas tsî ǃgan-gu ǃnâ da ge ǀon-sa nî ǂan-ǂan.","Loyal love! God is love. May his spirit move us to love. As we loyally help the meek, God’s commandments they learn to keep. We are serving with godly fear, Preaching boldly for all to hear. (CHORUS) Hey there, all you thirsty ones, Come and drink life’s water free. Yes, come drink, you thirsty ones; God’s loyal love you’ll see."
"Hā î da om-sa xu oms ǀkha Gao-sib xa ao-ǁnâ re. Ū-ǃoa ta-man ga ī xa-we, da khoe-na ra ǁhûi kai. Je-ho-vab xa ǂan-ǂan nî-sa tsî ǁîb di a-mab xa. Om-sa xu oms ǀkha da ga ǃgû, o da khoe-na ra hō.","When our love is pure and intense, We make Jehovah’s heart rejoice. Love is his greatest quality, Something that we hold dear. Warm affection glows in our hearts, Making a loyal friendship grow. Love always acts unselfishly, Proving our love sincere. When we see a friend in need, We’ll be there to lend a helping hand. Truly we can be a friend, Someone who can understand. Jesus showed what love really means, Helping us see Jehovah’s love, Touching our hearts and moving us. Tender feelings are a start. Love intensely from the heart."
"E-lob ge si-da ǂhâ-ga ǂan. ǂKhîb tsî ǃgâi-ǃōb tsî-kha ra mā. ǁÎb ge ǂgui ǀgau-ga ra ǁgau da. ǁÎ-ba ǃoa-ba ǁkhās ǃa-ro-ma. (ǁNAEǀHAOS) Dī-tsâ re, ǁgū-tsâ-sa, ǁÎ-ba ǃoa-ba-sa. ǂHâ-sib ga ra hâ o, o hui re. ǀNam-mi ǃnâ mâ-ǀgai.","Signs of the times are pointing to the Kingdom. Good news we tell for all to hear. Lift up your heads, and look to your salvation; Time for deliverance is near! (CHORUS) The joy of Jehovah is our stronghold. Sing loud, and raise a joyful cry. Rejoice in the hope, and show a grateful heart, All give praise and laud our God on high. The joy of Jehovah is our stronghold. His greatness all must come to know. With constant devotion to our God and King, Godly joy in service we will show."
"Ao-ǁnâ da ge nî ǀūs o-se. ǂHâ-sib ga hâ, o da ra hui. ǀNam-ma da ra ǁgau dī-tsâs ǀkha. Nē-sa da ge hoa-ǁae ra dī. (ǁNAEǀHAOS) Dī-tsâ re, ǁgū-tsâ-sa, ǁÎ-ba ǃoa-ba-sa. ǂHâ-sib ga ra hâ o, o hui re. ǀNam-mi ǃnâ mâ-ǀgai.","Look to our God, you lovers of Jehovah. No need to fear, for he is strong. Stand up and shout with voices loud as thunder; Sing to our God a joyful song! (CHORUS) The joy of Jehovah is our stronghold. Sing loud, and raise a joyful cry. Rejoice in the hope, and show a grateful heart, All give praise and laud our God on high. The joy of Jehovah is our stronghold. His greatness all must come to know. With constant devotion to our God and King, Godly joy in service we will show."
"ǃĀ-ro-di tsî ǃhū-gu ǃnâ da ge ǀgo-re-ǀî om-ga ra om. Tsî ǀnî hâ go-wa-ga ra ǂan tsî a-ma-ba nî-ra ao-ǁnâ. (ǁNAEǀHAOS) Dī-tsâ re, ǁgū-tsâ-sa, ǁÎ-ba ǃoa-ba-sa. ǂHâ-sib ga ra hâ o, o hui re. ǀNam-mi ǃnâ mâ-ǀgai.","Our reasons for joy are abundant, Like riches increasing in worth. Those precious to God from all nations Are joining us in all the earth. The joy in our heart is well-founded, With roots reaching deep in God’s Word. We daily partake of its teachings; Faith follows the things we have heard. Our causes for joy are deep-seated, Like embers that burn in our hearts. Though troubles and trials beset us, Endurance Jehovah imparts. (CHORUS) Jehovah our God is our joy, The work of his hands our delight. How deep are his thoughts, how great are his works, Abounding in goodness and might!"
ǁKho-re-ǁha-re nē-tsē nē-ba hâ-na. În mî-sa ǁnâu tsî ū-ba-sen ǁkhā. Ûi-ba ū-hâ a-ma-bab ge ra mā. ǂKhî-ǂkhî-xa ǂgao-gu ǀkha da ra ǃe-re-am bi.,"We gladly behold his productions, The heavens, the sea, and the land. We gaze at the book of creation, Applauding the work of his hands. Triumphantly we now bear witness, Proclaiming the Kingdom of God. The news of its birth and its blessings, We joyously spread all abroad. Eternal rejoicing approaches, Like daylight that follows the night. The promised new earth and new heavens Will bring everlasting delight. (CHORUS) Jehovah our God is our joy, The work of his hands our delight. How deep are his thoughts, how great are his works, Abounding in goodness and might!"
"Gan-gans ǀhao-hâb ǃûi-ao-gu ǃgao E-lo, ǁkho-re-ǁha-re tsî-gu ra ǂkhî kai. ǁÎ-ga da ǀnam-ǀnam-sa-se ra kō-ǀî. Tsî nē-ba da ǀnî khoe-na ra ǁkho-re-ǁha-re.","Jehovah, God of love, You have promised us your peace. So we ask you for your spirit; May its fruitage yet increase. Our faith in your dear Son, Who is loyal, ever true, Gives us access to your friendship; We are now at peace with you."
"E-lob ǁkhau-ǂuis ge hoan xa ra ǁnâu-he, în ǂhau-ǃnâ khoe-na a-ma-ba hō. Je-ho-vab ge ǀGôab ǃnâ-ū ge ǂgae da. ǁNā-a-ma-ga ǁkho-re-ǁha-re-gu ǀgam-sa-se.","Your spirit aids our sight As your Word gives needed light. We are guided and protected In a world as dark as night. Until the time has come When all wars and terrors cease, May your spirit bless our efforts To maintain our godly peace."
Je-ho-vab xa ǃgâi-a-ǂgaob ǀkha ǁkhā-ǁkhā-sen re. Ga-gab ra mî “ûib di ǁgam-e ū” re. ǀGai-ǀgai ra ǁkhā-ǁkhā-sab ǃKhū-ba ra mā. A-ma-ba ra ôan ge nî-ra hō bi.,"You’ve gathered those you love, Both in heaven and on earth, We’re united by your spirit To proclaim the Kingdom’s birth. Your righteous Kingdom rule Soon will bring an end to war. Then the meek ones will delight to Live in peace forevermore."
"Si-da ǀhao-de xu da ge ǁgoe-oa ta-ma hâ, ǃgâi xū-na da ǁnā-pa ra ǁkhā-ǁkhā-he. E-lob ga-gab tsî si-da ǃgâ-san ǀkha, da ra ǀgai-ǀgai-gu tsî ǃnâb ǃnâ mâ-ǀgai.","Praise Jehovah, God of peace, God of unity. He will make all wars to cease, Bring in harmony. Prince of Peace is Christ his Son, Tender, calm, and kind. When the fight for right he’s won, Perfect peace we’ll find."
ǁNae-tsa-na-de ǁnâus ge kai-se ra ǂkhâ-ǃnâ da! ǁKhā-ǁkhā-he hân di nams ǀōb ge a ǃgâi! A da hoa-ǁae E-lob khoen ǀkha hâ ǀhao! A da hoa-ǁae ǁîn ǁae-gu hō-e re!,"We have left off angry words, Making quarrels cease. We have made from spears and swords, Implements of peace. If this peace we want to keep, Then we must forgive. Peacefully as Jesus’ sheep, May we learn and live."
"E-lo-xo-re-sa ǃhūb-aib ǃnâ da ge hâ, khoen ge E-lo-ba ǂan ta-ma. E-lob xa dao-ǁgau-he-sa da ge ǂhâ hâ. Ai-tsa-ma da a hui-sen ǁoa. Si-da ǀhao-di ge hoa-ǁae ra khoa-khoa da tsî ǃKhūb ai ra ǂgom-ai-ǂnûi kai. Tsî ra ǂkhâ-ǃnâ da hoa-ǁae ǃgâi-na dīs ǀkha. Tsî ǁkhā-si-ba hoa da ra mā. Tā-tsē da ge nē-sa ǁnā-xū-ǃnâ ti-de. ǁÎb di ǂâi-sa da ra dī ǂgao. Si-da ǀhao-di ge ǃgâi ǀgaub ǃnâ ra dao-ǁgau tsî si-da ǂgom-sa ra ǀgai-ǀgai.","Peace from God gives proof to all; He has blessed our way. His commands we gladly keep, Ready to obey. We would recommend our way, Show our peaceful care Till the Kingdom’s perfect day Brings peace ev’rywhere."
"E-lob ge si-da di ǂhâ-si-ga a ǂan ǁîb mî-mā-de da nî ǁnâu-ǀnam. Tsî tsēs hoa-sa ta ga ǀhao-de hâ ǃnâ o, os ge ǂgom-sa ǃKhūb ǃnâ nî ǀgai. E-lo-ǃao-ǃnâ-xa ao-gu ǃnâ-ū da ge ra mû taes a a-ma ǂgom-sa. Om-a-ri-de xu ta ra hō ǂkhâ-ǃnâ-di ge ra ǁgau khoen ǀkha da hâ-sa. Tsî ǃgâi ûi-ba da ra mû-ǂui ǁaeb ai da ge si-da ǃgâ-san ǀkha nî ǀhao. Si-da ǀhao-di ta-wa da ra ǁkhā-ǁkhā-sen ǂgom-sa da nî om-khâi ǀgau-sa.","Our Sov’reign Lord Jehovah Is zealous for his holy name. He fervently desires To clear it from unrighteous blame. Through many generations, Great endurance he has shown; In loving, kindly patience, Not weary has he grown. His will is that salvation All sorts of people might attain. Long-lasting, loving patience By God will not have been in vain."
"Nē-ba da ge ǀhao hâ Je-ho-va E-lo. Sa-du ǁkhau-ǂui-sa da go ū-ǃoa. Sa-du mîs ge ti ǂai-ra ǃnâb a-se ī tsî E-lob ǁkhā-ǁkhās ge a ǃgao-ǃgao. (ǁNAEǀHAOS) Sa-du ǀgau-ga ǁkhā-ǁkhā te î ta ǁnâu tsî Sa-du di mî-mā-de ǁnâu-ǃā ǁkhā. Hui te î ta ǃgâi-se a-mab ǃnâ ǃgû, tsî Sa-du ǂha-nu-ba ti ǃgao-ǃgao kai.","The quality of patience Will help us on our godly path. It lets our heart be tranquil, Protects us from unrighteous wrath. It finds the good in others, Always hoping for the best. It helps us keep our balance In times when we’re distressed. Along with other virtues That holy spirit can bestow, Our patience will assist us To imitate the God we know."
"Je-ho-vab gā-ai-sib ge kai-se a kai. Sa-du ǀgo-ra-ǃgâ-di ge a ǃgâi. Sa-du mîs ge bu-ru-xa tsî ǀam ta-ma. Sa-du a-mab ge nî-ra hâ-hâ. (ǁNAEǀHAOS) Sa-du ǀgau-ga ǁkhā-ǁkhā te î ta ǁnâu tsî Sa-du di mî-mā-de ǁnâu-ǃā ǁkhā. Hui te î ta ǃgâi-se a-mab ǃnâ ǃgû, tsî Sa-du ǂha-nu-ba ti ǃgao-ǃgao kai.","Great God, Jehovah, boundless in might, You have made known your love of right. Badness prevails on earth below, Causing us pain, as you well know. You are not slow, as men may contend; Your time is near for patience to end. (CHORUS) We look ahead with hope renewed, Praising your name in deep gratitude."
"Xris-tu-ba da ga ǃgâ o, ǁgau i da ra? ǁÎb di ǁkhā-ǁkhās ge dao-ba ra ǁgau da. ǁÎs xa ǁnâu tsî ǂans ge hoa-ǁae ra ǂkhî kai, ǂan tsî da ga ǁnâu-ǀnam o, ob ta ǀkhae. (ǁNAEǀHAOS) ǃGâ, ǁnâu-ǀnam tsî ǀkhae-he re, ǃKhūb ǂâi-sa du ga ǁnâu o. ǂKhî tsî ǁîb sâb ǃnâ du ga ǂgā ǂgao o, ǃgâ, ǁnâu-ǀnam tsî ǀkhae-he re.","One thousand years, from your point of view, Are like a day when they are through. Time now proceeds to your great day; It will arrive without delay. Though all transgression you do resent, Your heart is glad when sinners repent. (CHORUS) We look ahead with hope renewed, Praising your name in deep gratitude."
"Si-da ûib ge oms kha-mi ra ǁkhau-ba da ǃgâi-ses ga ra om-he tsî mâ-ǀgai o. Je-sub ǀnam-ǀnam-sa mî-de da ga sao o, ob ge si-da ûi-ba ǃgaos ai nî mâ. (ǁNAEǀHAOS) ǃGâ, ǁnâu-ǀnam tsî ǀkhae-he re, ǃKhūb ǂâi-sa du ga ǁnâu o. ǂKhî tsî ǁîb sâb ǃnâ du ga ǂgā ǂgao o, ǃgâ, ǁnâu-ǀnam tsî ǀkhae-he re.","We praise you, Jehovah, deep from our hearts, For in your Word we find Your power supreme, your wisdom so great, And yet you are loving and kind."
"ǁGam-mi xa ǃgam ǃno-ma-ga ū-hâ hais ta ǂû-na mâ-ǁaeb hoa-ba ǀkhī-ū kha-mi, da ga Je-ho-va-ba ga ra ǁnâu-ǀnam o, o da ǀam-o ûib ǀkha nî-ra ǀkhae-he. (ǁNAEǀHAOS) ǃGâ, ǁnâu-ǀnam tsî ǀkhae-he re, ǃKhūb ǂâi-sa du ga ǁnâu o. ǂKhî tsî ǁîb sâb ǃnâ du ga ǂgā ǂgao o, ǃgâ, ǁnâu-ǀnam tsî ǀkhae-he re.","Your Son still invites those bruised by the world To leave their cares behind. How kindly his yoke, how tender his heart, He’s always refreshing and kind."
"A da ǂkhâ-ǃnâ-gu da ra kha-mi E-lo-ba ǂhau-ǃnâ-se ǃoa-ba, ǀnam-mi ǁnā ǀgaus ai ra ǀgai-ǀgai-he. ǃGâi sî-sen-gu ǂkhî-ba ra hau. E-lob di khoen ǁae-gu hâ ǀnam-mi ge ǁkhae-ǂgao-si-ba ra mā da. Si-da di ǀhao-hâb ge sâu-ǃkhai-ba, si-da ǁa-po-sa sâu ǃkhaib ge.","We see in our God and Jesus our Lord, The persons we should be. The power of kindness we can possess. With kindness, how strong we can be!"
ǃGâi ǁaeb ai ra ǃhoa-e mî-de ǁnâus ge kai-se ra ǁkhae-ǂgao kai da! Nē ǁkhae-ǂgaos mî-de ǁnâus ge ra hui ǂgom-ǂgom-sa ǃgâi ǀhō-sa-na xu. ǀGui-ba sî-sen-ǀhaos ge kai-se ǃgâi ǁîn ǃâu-ba-sen-sa ū-hân ǀkha! ǀGai-ǀgai-gus ǀgau-ga da ra ôa-am î da hui-gu ǃgom ǁae-gu ǃnâ.,"O Jehovah, God of goodness, You have blessed us all our days! You are holy, ever loyal, And so good in all your ways. You show favor, granting mercy, Far beyond what we deserve. You’re so worthy of our worship, And it’s you we gladly serve."
"Si-da ǂgoms mû-di ǀkha da ra mû Je-ho-vab tsēs go ǀgū ǃkhai-sa. Si-da ǀhû-ǀhao-de da ge ǂhâ hâ î da nē daob ǃnâ ǃgû ǀga-ra. ǀGui-ǃnâ-xa-se Je-ho-vab khoen ǀkha, da ge E-lo-ba nî ǃoa-ba. ǁNā-a-ma-ga da ra ǂkhâ-ǃnâ-gu î da ǂgom-ǂgom-sa-se mâ-ǀgai.","Your own goodness is reflected In the people whom you choose; And the proof is in their conduct And the preaching of good news. Your good teaching, your good shepherds, Bear good fruit in many lands. May you grant us holy spirit, And may goodness guide our hands."
"Je-ho-va nēs ge tsē-sa; ǂgao-ga xu da ge ra ǀgo-re. Sa-du ǃgôa tsî ra kō-ǃgâ da ǀgaub, mî-di a ǁgau ǁoabǃ ǀNam-mi di sî-sen-gu ai, da ge sa-du ǀkhae-ba ge mû. Tsî ge om-ma mā, ǃkhūb ǁkhā-sib ǀkha nēs ǀnam-ma ra ǁgau. (ǁNAEǀHAOS) Je-ho-va nēb a kai ai-ǂha-nu, Sa-du ǃoa-ba ǃkhai-sa om-sa. A da Sa-du di ǃoa-ba ǃkhais ǃnâ hâ ǀga-ra re tsî dī da ran ǃnâ koa du re.","May you bless our deeds of goodness To our brothers, great or small. May we show them special favor As we work at good t’ward all. In each fam’ly, congregation, In each town and neighborhood, With your blessing and your spirit, May we be a force for good."
"ǂKhî ai-de da ge ra mû tsî da ge ra ǃgâi ǀho-sa kai! Ī ge xū-na da ge nî ǃgôa-ǃgâ, ǀam-o-sib kō-se! Sa-du ge nî kō-ǃâ da, ǀGui-ba da ra ǃgû ǀgaub ǃnâ ǃKhū. Tsî da sa-du ǀon-sa ra ǃgôa-ǃgâ nēb ge kai ǀkhae-ba! (ǁNAEǀHAOS) Je-ho-va nēb a kai ai-ǂha-nu, Sa-du ǃoa-ba ǃkhai-sa om-sa. A da Sa-du di ǃoa-ba ǃkhais ǃnâ hâ ǀga-ra re tsî dī da ran ǃnâ koa du re.","Because we are imperfect, O Jehovah, The inclination of our heart is flawed. There is a sin that easily ensnares us— A lack of faith in you, the living God. (CHORUS) Give us more faith, we beg of you, Jehovah. Please help us out according to our need. Give us more faith, according to your mercy, That we may honor you in word and deed."
"Je-ho-va-ba koas ge kai-se ǃgâi tsî ǁîb ǀons ǃgao ǃkhai-e om-sa! Nē-sa da dâb ǀkha ra dī nē-si ǁÎb ǂkhai-si-ba ǂan-ǂans ǃnâ-ū. Mâ xū-i hoa-e da ra mā du. Hoan Sa-du di tsoa-tsoa-sa xu. Si-da ǁkhā-sib tsî ū da hâ xūn, hoa-na da ǂgao-ba xu ra mā. (ǁNAEǀHAOS) Nē ǃkhai-ba da sa-do ra mā, Sa-du ǀon-sa ū-hâ-ba. Nē ǃkhai-ba da ge ra mā du; to-xo-ba ū-ǃoa bi re.","Apart from faith, no one can fully please you. We must believe our faith will be repaid. And as a shield, our faith provides a refuge. We face the future firm and unafraid. (CHORUS) Give us more faith, we beg of you, Jehovah. Please help us out according to our need. Give us more faith, according to your mercy, That we may honor you in word and deed."
"Nē-si da nî ǃgôa du si-da ǁGû, sa-do nē-ba koa-sa mā-sa. As Sa-du koa-sa ǂkhai-se ī re, sa-du dao-ǁgau-sa ra saon ǃgao. Nē ǃkhai-ba da ǃoa-bas ǃgao ū-hâ, tsî da nî ǃgâi-se kō-ǃgâ bi. Tsî âb ǀha-pe-se mâ ǃkhō-ams ǃgao, si-da hai-si-am-sa huis ǃgao. (ǁNAEǀHAOS) Nē ǃkhai-ba da sa-do ra mā, Sa-du ǀon-sa ū-hâ-ba. Nē ǃkhai-ba da ge ra mā du; to-xo-ba ū-ǃoa bi re.","On many occasions God spoke to men By means of his prophets of old. Today he is saying, ‘Let all repent,’ By God’s own Son we are told. (CHORUS) Do we have strong faith? Is it real? We must build such faith to survive. Is our faith proved true by our works? By means of faith, we’ll be preserved alive."
"ǀHû-ǀhao da ge go Je-ho-va, ǀkhae da re di da ra ǂgan. ǀHao-de da ra ǃgôa âb sa-du ga-ga-ba si-da ǀkha hâ.","We gladly obey Christ Jesus’ command To share Kingdom truth far and wide. We boldly declare God’s message of hope; His promise we’ll never hide. (CHORUS) Do we have strong faith? Is it real? We must build such faith to survive. Is our faith proved true by our works? By means of faith, we’ll be preserved alive."
Hui da si-da ǃoa-ba-sa ǃgâi-ǃgâis ǀkha; Sa-du mîs ǃnâ-ū. ǁKhā-ǁkhā da î da ao-ǁnâ ǁkhā tsî ǀnam-ma ǂgaob ǃnâ ū-hâ.,"Our faith is an anchor firm and secure; We never will shrink back in fear. Our trust in Jehovah helps us endure; We know salvation is near. (CHORUS) Do we have strong faith? Is it real? We must build such faith to survive. Is our faith proved true by our works? By means of faith, we’ll be preserved alive."
ǀKhae si-da ǀhao-de ǀnam-xa-ǃnâ ǁGû tsî ǂkhî-ba mā da re. Si-da mî-di tsî dīb Sa-du ǂgae-ǂgui-sa ra ǀga-pi kai.,"The greatest of men was our Lord Jesus Christ; By pride or ambition, he was not enticed. God’s purpose gave Jesus the prominent role; Yet, lowly in heart, he was always whole-souled."
Je-ho-va si-da ǁGû mî-ba du ǂgao da ge ra sa-du mî-sa da ra ǃgôa-ǃgâ-sa! E-lob-mîs ge sa-do xu hâ tsî ra ǃno-ra kai; ǁîs ǂan-sa ra mā î da a-ma-ba mû.,"To all who are toiling with troublesome cares, He offers to carry the burdens they bear. Refreshment they find as the Kingdom they seek. With kindness and mildness, he favors the meek."
Sa-du mîs ge ǂgao-ba ǃgam-se ra tsâ-ǀkhā. ǁÎs ge si-da ǂâi-de ǀgo-res ǀkha ra hui. Sa-du ǂha-nu-gu ǃgâi tsî ǀgo-ra-ǃgâ-de ǃam-ku. Sa-du mîs ge hoa xūn ǃnâ ra dao-ǁgau da.,"‘We all are just brothers,’ our Lord Jesus said. In humble submission, we look to our Head. The mild and the meek ones to God have great worth; He promises they will inherit the earth."
Je-ho-vab mîs ge khoe da ǃnâ ra sî-sen. Kē-bo-aon ǀoa-sa ta-ma si-da kha-mi. To-xo-ba hui da re î da ǀgai-sa ǂgom-sa om. Sa-du mî-sa da ra ǃgôa-ǃgâ Je-ho-va!,"We love Jehovah with heart, mind, and soul; But since we are sinful, we need self-control. Fleshly desires bring trouble and strife; Living by spirit brings peace and life."
"Kē-bo-ao-gu ge Xris-tub xa ge ǂan i, ku-ru-sa-ben di ǃâu-ba-sen-na. ǃKhūb ga-gab ge Me-siab hā-sa ge kē-bo, ǁîb ǃnâ-ū da ge o-re-sa hō. ǁAeb ge go hā, Me-siab ge nî-ra ǂgae-ǂgui, ǁÎb hās ge nē-si a ǃgā-sa. Nē xūn xa ǁkhā-ǁkhā-sens ge kai-se a ǃgâi. ǀHom-ǃgā-gu tsîn nē-na ra ôa-ǃnâ! (ǁNAEǀHAOS) Si-da daob ge kai-se a ǃgā-sa. Tsē-a da ge ǃnâb ǃnâ ra ǃgû. Ôa-ǃnâ E-lob ra ǁgau da xūn xa ǁîb ge hoa-ǁae ra dao-ǁgau da.","Satan’s temptations confront us each day, And sin’s law within us can lead us astray. Power of truth is greater than sin. Thanks to Jehovah, our minds can win."
ǃKhūb ge ǂgom-ǂgom-sa ǃgā-ba ge ǁgau-mâi ǁaeb ai ga-ga-si ǂû-e ra mā-ba. A-mab ǃnâb ǁaeb ǀkha ǃgā-sas ǀgui-sa ra dī tsî ǂgaob ai sî-sen-ǂui-ba ū-hâ. Nē daob ge a ǃgā-sa tsî a ǁa-po-sa. Tsî da ǃKhūb dao-ǁgaus ǃnâ ra ǃgû. ǃKhū-ba da ra koa a-mab di ǃgao-ǃgao-ba tsî da ǁÎb daob ǃnâ nî hâ ǀga-ra. (ǁNAEǀHAOS) Si-da daob ge kai-se a ǃgā-sa. Tsē-a da ge ǃnâb ǃnâ ra ǃgû. Ôa-ǃnâ E-lob ra ǁgau da xūn xa ǁîb ge hoa-ǁae ra dao-ǁgau da.,"Each word and action reflects on God’s name, So we must endeavor to keep free from blame. In all we do, we make this our goal: Always maintaining our self-control."
"ǂKha-nis ge hâ ǁîs di ǂgui ǂha-we-ga xu ǂkhîb tsî ǃâu-ba-sen-sa ra mā da-sa. ǁÎs bu-ru-xa mî-di ge ǀgai-ba ū-hâ tsî “ǁō” hâ khoen hoa-na ûi-ba nî mā. Nē ǂkha-nis ge E-lob ǀkhae-ba khoen ǃoa-gu. Tsî ǃKhūb di dao-ǁgaus ǃna-ga ge xoa-he, khoe-gu hî-na E-lo-ba a ǀnam gu xa tsî gu ǃA-nu ga-gab xa ge hui-he.","Nations are troubled as never before. People are fearful of what lies in store. Firm and immovable we need to be, Serving our God faithfully. (CHORUS) Steadfast we all need to be; Far from this world we keep free, Standing firm to the end, Unending life we’ll see."
"ǁÎ-gu ge E-lob di ku-rus xa ge xoa, ma-tib ge ǁÎb ǀgai-ba sî-sen-ū-sa. Tsî ma-tin ge khoe-na ǁo-re o ī ǀgaub tsî pa-ra-dais ge ǂoa-ǃnâ-he ǀgau-sa. ǁÎ-gu tsîn ge ǀgui ǀhom-ǃgāb xa ge a xoa Je-ho-vab ǂgae-ǂgui-sa ge a mâ-ǃoa-ba. Tsî ǁnās ge khoen ǃgom-si-ga ge ǃa-ro-ma, xa-we ǃKhūb ge nē-sa nî dī-u-nu.","Snares of the world and temptations abound. We can resist if our thinking is sound. Hating what’s bad while we love what is true Makes us immovable too. (CHORUS) Steadfast we all need to be; Far from this world we keep free, Standing firm to the end, Unending life we’ll see."
"Tsî ǃgâi-a-ǂgaob di ǁaeb ge nē-si go hā: ǃKhūb ǂgae-ǂgui-sa ǁÎb ǂkhau-he-sab ǃnâ-ū. Tsî da ge Gao-sib ǃgâi-ǂhôa-sa ra ao-ǁnâ tsî da ǁÎb di ǀkhae-gu xa nî-ra ǃhoa. E-lob-mîs ǃnâ da nē xūn xa ra khom-ai, nēs ge kai-se ǀō-ai-sa ǂkha-ni-sa. Nē ǂkha-nis ge khoe-na kai ǂkhî-ba ra mā. Nē ǂkha-ni-sa da hoa da khom-ai re.","Give to God worship that comes from the heart. In the Lord’s service may we have a part. Preach the good news, always holding it fast. Soon the last days will have passed. (CHORUS) Steadfast we all need to be; Far from this world we keep free, Standing firm to the end, Unending life we’ll see."
"!Khūb mîs si-da ǃnâ-ba ra mā tsî ǃkhae-nab ǃnâ ra hui da. ǂHau-ǃnâ-se da ga ra sao o, ob a-ma-ba ra ǃno-ra kai.","Ever loyal to Jehovah, Loyal love we wish to show. As a people, dedicated, His commands we want to know. His advice will never fail us, And his counsel we obey. He is loyal; we can trust him. From his side we’ll never stray."
Xoas hoas ge ǁÎ-ba xu ra hā tsî mî-sa ǂans ǀkha ra hui. ǃA-nu xoa-di ge ra ǂkhâ-ǃnâ tsî hoa-ǁae ǁkhā-ǁkhās ǀkha ra hui.,"Ever loyal to our brothers, Sticking close in times of need. Ever caring, always trusting, Ever kind in word and deed. We show honor to our brothers And respect them from the heart. Ever loyal, ever closer, From their side we’ll never part."
"Nē mî-di E-lo-ba xu hâ tsî da ǁîb ǀnam-ma ra mû. ǁÎb mî-sa da ga khom-ai o, os ge ǁî-sa nî dao-ǁgau da.","Ever loyal to their guidance When our brothers lead the way. When they give us clear direction, May we loyally obey. Then the blessing from Jehovah Will be ours to make us strong. When we’re loyal, ever faithful, To Jehovah we’ll belong."
